150;-0.739382;7.494321;6.379266;0.012856;-0.002409;0.017143;-0.701097;7.513463;6.400801;0.025035;-0.009130;0.007378;9830
150;-0.751346;7.479964;6.398408;0.004304;0.001257;0.009813;-0.710668;7.487142;6.388836;0.018926;-0.007909;0.001270;9835
150;-0.715454;7.470392;6.376873;0.001861;0.000035;0.012257;-0.705883;7.494321;6.398408;0.016482;-0.003022;0.003713;9839
150;-0.705883;7.491928;6.388836;-0.000583;0.003700;0.015922;-0.717847;7.520642;6.393622;0.012817;-0.009130;0.004935;9843
150;-0.717847;7.472785;6.374479;-0.004248;-0.002409;0.012257;-0.746561;7.494321;6.396015;0.017704;-0.003022;0.003713;9851
150;-0.746561;7.489535;6.360123;-0.004248;0.006143;0.017143;-0.739382;7.467999;6.424729;0.017704;-0.011574;0.006157;9856
150;-0.760918;7.499106;6.403194;0.001861;-0.001187;0.012257;-0.708275;7.496713;6.396015;0.017704;-0.001800;0.007378;9860
150;-0.732204;7.479964;6.386444;-0.001804;-0.001187;0.008591;-0.722632;7.479964;6.446264;0.014039;-0.003022;0.003713;9864
150;-0.739382;7.527820;6.381658;0.007969;-0.003630;0.009813;-0.746561;7.511070;6.412765;0.015261;-0.006687;0.006157;9875
150;-0.725025;7.503892;6.417550;0.000639;0.001257;0.012257;-0.739382;7.479964;6.391230;0.023813;-0.010352;0.006157;9879
150;-0.727418;7.520642;6.415158;-0.004248;0.000035;0.012257;-0.691526;7.515856;6.417550;0.018926;-0.003022;0.008600;9884
150;-0.691526;7.506284;6.386444;-0.003026;0.004922;0.006148;-0.741775;7.460821;6.360123;0.015261;-0.000578;0.006157;9888
150;-0.717847;7.458429;6.419943;-0.005470;0.002478;0.017143;-0.725025;7.472785;6.372087;0.014039;-0.004243;0.006157;9896
150;-0.736989;7.482357;6.391230;0.000639;0.002478;0.014700;-0.713061;7.467999;6.412765;0.018926;-0.011574;0.004935;9900
150;-0.768096;7.458429;6.451050;-0.000583;0.001257;0.008591;-0.710668;7.494321;6.393622;0.022591;-0.004243;0.009822;9904
150;-0.792024;7.472785;6.415158;-0.001804;0.004922;0.007370;-0.741775;7.475178;6.369694;0.016482;-0.005465;0.007378;9909
150;-0.715454;7.484749;6.367301;0.005526;0.003700;0.008591;-0.710668;7.456036;6.391230;0.015261;-0.003022;0.003713;9917
150;-0.717847;7.511070;6.386444;-0.000583;0.001257;0.008591;-0.741775;7.441679;6.360123;0.014039;-0.005465;0.011043;9921
150;-0.734596;7.501499;6.403194;0.003082;-0.002409;0.011035;-0.681954;7.501499;6.364908;0.015261;-0.009130;0.007378;9925
150;-0.708275;7.532606;6.379266;0.000639;-0.001187;0.017143;-0.741775;7.496713;6.419943;0.010374;-0.004243;0.003713;9930
150;-0.717847;7.496713;6.386444;-0.001804;0.000035;0.012257;-0.693919;7.470392;6.388836;0.017704;-0.001800;0.007378;9934
150;-0.727418;7.479964;6.422336;-0.003026;-0.002409;0.013478;-0.729811;7.479964;6.410372;0.020148;-0.003022;0.008600;9942
