150;-2.677569;5.824131;7.556534;0.005526;0.000035;0.003704;-2.691926;5.867201;7.549356;0.018926;-0.007909;0.001270;21829
150;-2.656033;5.809773;7.573284;0.005526;-0.001187;0.012257;-2.672783;5.802595;7.546962;0.012817;-0.005465;0.004935;21834
150;-2.658426;5.828917;7.592427;0.003082;-0.007296;0.007370;-2.730211;5.848059;7.534998;0.015261;-0.014017;0.001270;21838
150;-2.667997;5.831308;7.542177;0.003082;-0.004852;0.006148;-2.675175;5.855237;7.534998;0.015261;-0.006687;0.002491;21842
150;-2.730211;5.828917;7.578069;-0.001804;0.003700;0.008591;-2.670390;5.855237;7.580462;0.021369;-0.005465;0.000048;21850
150;-2.627319;5.860023;7.530213;0.003082;0.001257;0.004926;-2.691926;5.855237;7.539784;0.012817;-0.009130;-0.002396;21855
150;-2.665605;5.795416;7.558927;0.001861;-0.006074;0.007370;-2.648855;5.836095;7.556534;0.016482;-0.004243;0.002491;21859
150;-2.667997;5.867201;7.556534;0.007969;-0.003630;0.002483;-2.670390;5.797810;7.532606;0.018926;-0.004243;-0.001174;21863
150;-2.656033;5.809773;7.587641;0.003082;0.000035;0.007370;-2.675175;5.879165;7.537392;0.021369;-0.014017;0.000048;21871
150;-2.723032;5.840880;7.539784;0.006748;0.004922;0.007370;-2.641676;5.852845;7.556534;0.014039;-0.009130;-0.001174;21875
150;-2.684747;5.864809;7.575677;0.007969;0.001257;0.007370;-2.665605;5.771488;7.527820;0.014039;-0.006687;-0.004839;21880
150;-2.682354;5.816952;7.520642;0.003082;-0.003630;0.004926;-2.742175;5.850451;7.549356;0.015261;-0.006687;0.003713;21884
150;-2.684747;5.864809;7.556534;0.004304;0.000035;0.006148;-2.667997;5.833702;7.556534;0.021369;-0.009130;0.003713;21901
150;-2.672783;5.867201;7.537392;0.003082;-0.004852;0.006148;-2.718246;5.807380;7.580462;0.020148;-0.007909;0.004935;21905
150;-2.684747;5.848059;7.573284;0.006748;0.001257;0.006148;-2.667997;5.797810;7.539784;0.021369;-0.003022;-0.001174;21910
150;-2.691926;5.807380;7.549356;0.006748;-0.002409;0.007370;-2.672783;5.814559;7.532606;0.018926;-0.000578;-0.003617;21914
150;-2.682354;5.855237;7.551749;-0.001804;0.001257;0.008591;-2.672783;5.845665;7.551749;0.025035;-0.004243;0.000048;21948
